,Oxaliplatin,Ulixertinib,Fulvestrant,Uprosertib,Dactinomycin,Docetaxel,Camptothecin,5-Fluorouracil,Afatinib,Taselisib,PD0325901,Sapitinib,Alpelisib,SCH772984,LGK974,Luminespib,Linsitinib,GSK1904529A,EPZ5676,EPZ004777,Irinotecan,PLX-4720,Nutlin-3a (-),MG-132,Staurosporine,MK-2206,Trametinib,Palbociclib,MK-1775,Cisplatin,Pictilisib,AZD7762,Olaparib,Dasatinib,AZD3759,PD173074,Vorinostat,Dabrafenib,Paclitaxel,AZD4547,Lapatinib,Sorafenib,Nilotinib,Tamoxifen,Gemcitabine,Venetoclax,Bortezomib,Wee1 Inhibitor,Osimertinib,AGI-5198,Ipatasertib,Erlotinib,Sepantronium bromide,Cediranib,Buparlisib,YK-4-279,AZD8186,UMI-77,Cytarabine,BPD-00008900,MIM1,Dactolisib,NVP-ADW742,Gefitinib,Telomerase Inhibitor IX,GDC0810,WEHI-539,BDP-00009066,Epirubicin,GSK2578215A,I-BRD9,P22077,AZD6738,AZD5363,BMS-536924,ABT737,WIKI4,Afuresertib,Savolitinib,Navitoclax,Cyclophosphamide,MIRA-1,Pyridostatin,Temozolomide,Vinorelbine,Vinblastine,Pevonedistat,Foretinib,BIBR-1532,MK-8776,Talazoparib,AMG-319,AZ6102,VX-11e,LJI308,AT13148,Rapamycin,GSK591,VE821,GNE-317,Crizotinib,Entinostat,Alisertib,Fludarabine,Mitoxantrone,Niraparib,JAK1_8709,Leflunomide,IRAK4_4710,Entospletinib,BMS-345541,Podophyllotoxin bromide,Gallibiscoquinazole,Sinularin,PCI-34051,Carmustine,Topotecan,AGI-6780,VSP34_8731,MN-64,ML323,XAV939,PFI3,Zoledronate,CZC24832,KRAS (G12C) Inhibitor-12,ERK_2440,Acetalax,LY2109761,AZD1332,Mirin,OTX015,Wnt-C59,PRIMA-1MET,PRT062607,AZD5438,Obatoclax Mesylate,AZD2014,OF-1,Selumetinib,WZ4003,Teniposide,Picolinici-acid,JAK_8517,Elephantin,Ruxolitinib,VE-822,ERK_6604,IWP-2,PAK_5339,RVX-208,TAF1_5496,Dinaciclib,Nelarabine,IGF1R_3801,GSK343,CDK9_5576,LCL161,I-BET-762,AZD5153,CDK9_5038,AZD1208,Dihydrorotenone,ULK1_4989,Sabutoclax,AZ960,IAP_5620,Ibrutinib,AZD5991,Eg5_9814,Vincristine,GSK2606414,AZD5582,Daporinad,OSI-027,AZD8055,SB216763,Axitinib,RO-3306,Tozasertib,GSK269962A,KU-55933,PF-4708671,AZD6482,ZM447439,JQ1,NU7441,SB505124,Ribociclib,Doramapimod,BMS-754807,BI-2536,Cetuximab,Doxorubicin,Etoposide,Bleomycin,Bicalutamide,Bleomycin (50 uM),Pemetrexed,AICA Ribonucleotide
OS-RC-2,5.3369325,4.0443545,5.077165,2.4783935,-2.264595,0.32412849999999993,-0.447455,5.692647,2.927339,3.032202,1.4483979999999999,3.9831550000000004,4.376518,3.467346,4.350912999999999,0.460739,4.553906,5.025746,6.494925,5.112349,4.628639,6.195606,6.341491,-1.053817,-2.468444,2.801747,2.591494,4.97775,3.3304129999999996,3.7321160000000004,1.9602939999999998,1.290193,6.040065,1.3277,2.5674930000000002,5.496018,2.971458,6.149205,0.607712,3.264857,3.9213949999999995,4.740585,5.4883,5.103724,3.689536,1.710998,-4.281814,6.137885,1.9275799999999998,5.78205,2.912877,3.372522,-4.3859639999999995,2.193159,1.847947,5.271043,1.2362440000000001,4.050198,4.451298,5.778778,3.4974760000000003,-0.918225,4.3121540000000005,4.390378,2.307223,5.534175,4.3349470000000005,3.054307,0.630174,6.276971,6.261285,3.3344970000000003,2.790023,2.815314,3.564057,3.9589559999999997,3.4635239999999996,2.169512,2.9590240000000003,4.356349,6.478828,6.4851199999999976,5.7632650000000005,6.6749279999999995,1.2844659999999999,0.813299,0.356715,2.0562110000000002,6.04974,3.8146949999999995,5.022604,4.527573,2.6406400000000003,3.763558,5.744815,3.634117,-2.375439,5.030315,5.97881,1.168619,2.2852799999999998,2.432162,2.0851330000000003,6.543959,2.463873,4.858441,5.035623,4.927068,6.315195,3.4763040000000003,3.7823480000000003,2.2636580000000004,3.9633519999999995,5.243392,6.406719,7.573616,1.034999,6.113685,2.062174,4.207633,6.876003999999999,3.9945180000000002,6.05762,4.863199,6.2310019999999975,4.793609,5.318679,7.5837330000000005,4.4966029999999995,5.422124,5.562226,5.42221,6.3556550000000005,5.5546050000000005,4.548293,3.356152,2.745056,3.0368009999999996,3.9905839999999997,5.099056,5.693708999999999,4.707116,6.463896,5.535883999999999,3.7692870000000003,5.806141,3.234978,6.313502,2.3435919999999997,3.251663,6.268912,4.620822,-1.203451,7.107496,3.8136660000000004,4.152076999999999,1.726952,4.621852,5.198837,6.4591449999999995,1.6090659999999999,6.4591449999999995,3.624861,3.51318,1.369625,3.1325830000000003,6.40221,4.831472,4.957144,1.853189,2.980685,5.936821,6.3934370000000005,,,,,,,,,,,,,,,,,,,,7.2894380000000005,-1.846998,2.337381,1.239719,4.1903644999999985,1.6135680000000001,3.3340120000000004,7.874039
OVCA420,6.5158985000000005,3.086135,4.7607195,3.5624160000000002,-1.7735675,-0.22289700000000004,2.21276,7.149926,-1.817914,-0.560157,0.319166,-1.411982,2.152388,2.087312,4.880351,3.812771,6.392926,6.221094,6.220206,5.940537,6.196727,6.609624,5.405973,-0.460104,-2.6387400000000003,4.033714,-1.6367479999999999,4.622565,1.018801,5.397479,0.529466,0.840417,6.042019,-1.00542,0.035558,5.3425910000000005,1.7054209999999999,5.094187000000002,0.374354,3.2899599999999998,0.23205399999999998,3.4508160000000005,5.338965,5.244669,1.4552829999999999,2.215975,-4.6813400000000005,3.9448879999999997,-1.011823,4.857497,5.7235260000000014,-1.023656,-0.813616,1.2444389999999999,0.990928,4.15418,2.560531,5.240163,4.341844,6.256049,5.216179,-0.9690209999999999,3.189523,-0.6531600000000001,4.421977,6.375412,5.991199,4.965146,2.4146650000000003,6.151039,5.121905,5.6718660000000005,2.708271,3.601776,1.7463520000000001,2.36725,2.050575,2.0765119999999997,2.340497,2.819324,5.8500309999999995,6.358683,6.241912,6.607593,1.3446870000000002,-1.6502400000000002,2.786419,1.772725,5.941438,4.512448,4.421796,6.16709,3.081289,1.929195,5.9488900000000005,4.9973230000000015,-2.0671180000000002,6.316155999999999,6.070072,0.311242,,2.2016400000000003,,6.15987,1.7219349999999998,,,,,4.450423000000002,,0.537249,3.6726099999999997,3.720098,5.427674,7.120119,5.1714400000000005,3.986499,,6.0572589999999975,5.202042,,6.2386099999999995,4.765975,5.072195,5.919363,,6.33856,6.030379,,,1.108961,4.8041220000000004,,4.07226,,,,3.3453730000000004,,6.234816,3.050814,3.964403,,6.465445,,3.8256050000000004,,,,5.234817,,-0.565773,6.345098999999999,,2.761573,,,1.9649240000000001,,,,0.4309020000000001,,2.735011,,,0.62952,,,1.3303770000000001,3.9232970000000003,5.653257,,,,,,,,,,,,,,,,,,,,3.440093,-0.769303,,,3.7292,2.574004,4.482872,10.583231
OVCAR-3,5.7707894999999985,2.858549,3.829617,3.6973925000000003,-2.9471175,-3.5408785000000003,-0.267795,5.259982,1.603618,2.41138,2.237132,4.0024190000000015,4.864824,4.262212,4.238099,-1.3278219999999998,4.555662,4.307308,6.085006,5.0114279999999995,3.870791000000001,5.3709089999999975,5.194157,-1.652537,-1.5716729999999999,2.6593869999999997,2.569366,6.020365,-0.24941,4.840218,1.106834,0.771012,3.7414620000000003,0.37609899999999996,2.619116,4.822176,2.419501,5.771424,-3.113582,3.016724,4.638173999999999,2.4388349999999996,4.756794,3.816672,2.826877,1.7806240000000002,-5.1384050000000006,2.0794580000000003,1.5642120000000002,4.141483,3.1455319999999998,2.213252,-5.873513,1.8515540000000001,1.100395,1.59255,2.069054,2.0808240000000002,3.033115,5.142054,2.4082630000000003,-1.577692,5.010265,3.066498,0.407413,3.859368,2.839972,2.4668930000000002,-0.521242,5.4043660000000004,5.0995550000000005,4.3821639999999995,2.701477,3.5324769999999996,2.709949,2.875623,3.0074560000000004,2.3353669999999997,2.0280169999999997,2.078205,4.592237,5.882351,4.251876,6.854102,-2.630303,-4.998142,2.224945,1.9779759999999997,5.557197,4.377919,3.507704,4.083152,3.434943,3.931977,5.331943,4.5307330000000015,-1.926953,5.487933,4.559805,0.68613,4.465644,3.912118,4.258602,5.64272,2.136941,5.419512999999999,4.721435,5.258184,5.561614,5.100707,4.212117,-1.232847,3.060296,4.544396,4.48346,6.95706,0.689354,4.531004,1.968804,4.256889,4.189799,5.307456,5.7137459999999995,4.272913,5.865437,5.419178,3.7822709999999997,-0.913958,4.500635,4.486268,5.359333,2.846588,3.997982,4.565501,5.69568,3.236409,1.734616,3.408993,2.4399290000000002,5.817304,5.42161,1.8248970000000002,5.772533,5.089243,3.444279,5.259821,4.652501,4.620277,2.81173,3.763636,5.652627,2.841545,-1.506039,6.516824,4.007666,3.4866010000000003,0.58191,4.188354,4.066851,2.937523,0.343484,5.49611,-1.074396,2.796948,-1.1745290000000002,4.1440220000000005,5.4955050000000005,5.05622,5.657709,-1.575884,-3.5435440000000002,4.3456660000000005,4.330046,,,,,,,,,,,,,,,,,,,,6.413062,-1.565285,3.085148,3.4237330000000004,3.843596,1.197875,3.5850739999999996,9.420794
OVCAR-4,5.391151499999999,3.851968,5.019825,5.9398395,-2.5265105,-0.28263249999999995,1.1646530000000002,6.722217,2.76842,5.77393,2.3316169999999996,5.62426,5.9956,4.103485,3.6956599999999997,1.216365,4.848811,5.126933,6.124992,6.086384,5.404314,5.854401999999999,5.900493,-1.5622129999999999,-1.603116,5.053626,1.224267,6.114532,1.021282,4.989937,4.620279,1.524011,5.073723,1.546308,3.986322,4.7097430000000005,3.269545,6.316569,-0.166941,3.5198,4.925513,2.734884,4.144057,4.956131,4.084522,2.3601389999999998,-4.361077,3.823557,2.4066099999999997,5.884801,5.864217,3.1084330000000002,-6.133532,2.634933,2.275175,5.077193,5.508477,4.379161,4.358612,5.190134,3.9415910000000003,-0.617525,4.6768279999999995,4.1490279999999995,1.688968,5.758261,4.8150129999999995,4.368746,1.941518,5.902295,5.727308,5.154447,4.2098580000000005,5.737897,3.8288480000000003,4.2226339999999984,2.866207,5.108246,3.034677,4.159167,6.312712,6.316569,4.477139,6.910382000000001,0.721268,-0.63044,3.56748,2.5592040000000003,4.559687,4.45589,5.253028,5.994377,2.5919119999999998,3.175894,5.814797,6.131177,-1.192279,4.701415,5.2008589999999995,1.9521689999999998,4.511323,3.453649,5.3256239999999995,6.704708,0.924182,4.959112999999999,5.817789,4.522302,4.066836,5.971616,5.196341,1.100294,3.2619569999999998,3.493978,4.466379,6.864885000000001,2.8675189999999997,4.981056,3.017219,4.472786,5.094812999999999,4.883208,6.16248,4.5657239999999994,6.308805,3.936862,3.8529739999999997,-0.352204,5.826703,5.7681309999999995,7.332617,4.210259,4.388661,7.0079,5.211289,5.114959,2.838027,4.9463230000000005,3.472842,6.122646,6.0214550000000004,4.405993,6.244051,5.562327,4.247488,5.5447760000000015,2.525418,4.097295,3.608426,2.401564,5.312607,2.666424,-0.28783600000000004,6.722445,2.80366,3.9626410000000014,2.578523,6.0121160000000025,4.797099,2.659831,1.414666,5.862858,-0.508034,1.591898,-0.286544,5.355946,5.981552,5.071319,6.0458989999999995,0.780395,0.8966139999999999,4.712285,0.30622699999999997,,,,,,,,,,,,,,,,,,,,6.994675999999999,-1.6526095,2.110014,1.470438,4.017079,3.3124849999999997,2.764844,6.975465
OVCAR-5,3.697234,2.0598715,5.74011,3.7173385000000003,-2.959732,-2.789501,0.8098770000000001,4.621583,2.227047,1.1338219999999999,-2.37312,3.440475,1.9514740000000002,0.3607800000000001,4.4207,-1.1604889999999999,3.6459050000000004,5.89973,6.928542,5.711086,6.457779,6.653642,6.794156,-0.8806780000000001,-2.1101810000000003,3.6694,-2.0792509999999997,2.459997,1.8759830000000002,4.254273,1.320073,-0.20832399999999998,6.921202,-0.8763799999999999,3.189633,5.59966,1.7225759999999999,6.840313,-1.549483,4.565816000000001,4.290425,5.514017,5.75111,6.110476,2.0003450000000003,3.915434,-3.764232,3.961502,3.984972,6.131636,4.012824,4.742482,-4.48775,3.010464,1.281834,4.056408,3.708068,4.169283999999998,4.576415,3.886886,4.8324,-1.6885709999999998,3.7528919999999997,3.801999,1.6553939999999998,6.868212,4.5629029999999995,2.371334,0.978716,5.715669,6.480843,6.217902,1.7777669999999999,4.431297,1.893284,4.4290519999999995,4.564637,3.404612,3.9700379999999997,2.058779,6.889457000000001,6.612707,4.083665,7.139896,-1.522271,-1.600652,5.489514,1.9015540000000002,6.254935,5.1073949999999995,6.764667,5.417775,5.199257,2.090779,6.933886,5.412705,-2.311137,5.761819,6.496844,-0.175622,2.786291,1.467449,4.7264870000000005,6.6118429999999995,-0.965937,4.960343,3.4428650000000003,5.769263,5.18921,2.991832,3.625118,0.5122270000000001,2.90971,5.2949720000000005,5.006986,7.982856,0.368665,5.817007,2.538751,6.99165,5.756207,4.998578,6.530596,5.380955,6.085429,4.623406,1.216108,7.967124,6.982063,4.366942,4.994396,1.126322,6.25559,3.510562,2.238775,2.30064,1.9746599999999999,2.7086959999999998,6.813225,1.467533,3.704217,2.107696,5.4274330000000015,4.444403,6.9113929999999995,5.7492339999999995,1.345062,1.608209,3.787788,2.838428,4.51164,7.029582,-2.682306,7.603836,1.80515,3.458363,-0.547384,5.978892,2.025081,0.313417,-3.085483,7.007035000000001,3.069919,3.0607279999999997,-0.071766,3.1773689999999997,6.95023,6.910553,7.012223,-1.527331,0.10835299999999999,6.590694,2.804163,-6.257033,,,,,,,,,,,,,,,,,,,6.374787,-2.3535494999999997,0.47740699999999997,1.235428,3.5750605,-0.23437199999999997,4.306332,8.804442
OVKATE,7.464277,5.319561,4.3727870000000015,7.151505,1.006509,-1.940579,2.31805,9.379874000000001,2.983873,3.929872,3.025217,4.8981910000000015,5.858032,4.636751,7.295575,0.8903459999999999,6.1235940000000015,5.783969,8.318291,6.751222,5.1452800000000005,6.9686910000000015,7.899387,1.211392,-1.121369,4.070176999999998,2.1570270000000002,4.914313,3.4689120000000004,6.904653999999999,3.830366,2.0447349999999997,6.748348,2.520039,3.5406,3.849565,3.7454080000000003,7.194942,2.250917,4.593637999999999,4.607458,6.147172,5.202235,6.02679,6.713609,2.91113,-2.1262369999999997,6.70627,1.754314,6.754981,5.406857,2.719978,-1.8177299999999998,3.660614,3.125479,5.572554,4.5913889999999995,3.0327189999999997,4.781228,6.689835,5.314714,1.526426,5.512254,4.136867,5.800093,8.268991999999999,3.683732,4.883382,2.760911,7.889799000000001,6.431952,8.292256,6.078858,6.0677900000000005,3.562956,3.418574,4.5698120000000015,6.113126,5.624435,3.1578470000000003,7.997192,8.24672,5.823665,7.879964,3.1995009999999997,1.4954530000000001,7.966157000000001,2.043099,7.3849050000000025,7.019117,7.672174000000001,6.659961,6.300128,6.414445,7.509922,7.828189,1.525166,7.651041,7.526422,2.526236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.453611,,,,,,,,,,,,,,,,,,,,1.8562319999999999,6.915905,7.520992,3.9774089999999998,7.740900999999999,5.59234,8.841495
OVMIU,5.2186580000000005,1.5308195000000002,4.1284305,3.833930000000001,-2.9733330000000002,-2.2343720000000005,0.6913229999999999,5.42813,-2.340789,0.389901,0.14890699999999998,-0.27920300000000003,3.000388,1.5484870000000002,4.5539830000000014,-0.572764,3.899786,5.017488,6.486911,5.9572080000000005,6.40696,5.540075,3.56146,-1.58555,-2.923658,3.7980970000000003,-1.673085,5.673032,0.731646,5.1641699999999995,0.621131,-0.14978,5.58019,-1.5609709999999999,0.685527,5.317481,2.192226,4.43865,-1.467882,4.404392,0.8690760000000001,4.582811,5.442613,4.0165690000000005,2.241506,3.079671,-3.77389,3.451082,-0.093436,5.523161,4.7434980000000015,-0.022772,-5.5812940000000015,3.2632790000000003,1.615433,3.287772,3.365277,1.7080689999999998,0.775668,5.771747,4.881031,-0.342593,5.414418,0.018581,1.144582,6.286392,3.6158650000000003,2.6901509999999997,-0.338276,5.768517,5.704275,6.527447,3.13556,4.323809,2.568566,1.8308509999999998,2.456256,3.611213,3.987344,0.71583,6.005493,6.527751,4.417423,6.991192999999999,-2.467515,-3.3194220000000003,4.614335,2.061943,6.231074,4.021113,3.797879,6.4306480000000015,0.9858879999999999,2.793386,6.533917,6.046268,-0.717845,5.809543,5.66624,0.786479,3.9767040000000002,4.476513,5.430237,4.798381,2.686762,5.790349,5.649621,6.224255,5.7674970000000005,4.631058,5.177857,0.70562,4.106114,4.232732,4.007509,7.311286,2.768169,5.460522,2.2646189999999997,4.244048,5.535275,3.273454,6.437233999999999,4.926343,6.340414,5.189478,4.479424,2.985392,6.5224980000000015,2.774454,7.440009,2.7439970000000002,4.908056,7.465174,4.279693,2.535843,2.905949,1.832373,4.690499,3.283743,4.922453,2.499685,6.100555,2.98821,5.616982,6.368549,5.588846,3.730023000000001,3.049564,1.3059180000000001,5.507093,4.114594,-2.727591,5.24139,2.1891700000000003,3.001317,-0.048179,6.211564,3.394594,1.933929,-3.017171,6.325602,1.313093,2.3420259999999997,1.3905379999999998,1.59969,6.583685000000001,2.564885,6.354826,-2.508921,0.057165999999999995,4.880134,2.467011,-3.21492,,,,,,,,,,,,,,,,,,,2.728605,-2.4723785,2.473093,-0.299062,3.6459839999999994,1.7063139999999999,3.221683,9.303275
OVTOKO,3.854082,3.8896825,4.645224499999999,3.3270555,-3.7982679999999993,-2.081484,0.034577,4.693084,1.129451,1.579956,2.3118939999999997,1.613429,3.6796849999999997,4.421329,6.286233,-1.098969,3.1887689999999997,5.862239,6.467126,6.664861999999999,4.902863,3.092508,2.906277,-1.5231780000000001,-2.988999,2.3528759999999997,1.6976360000000001,2.657555,1.218467,2.917134,0.11658199999999999,0.8929389999999999,5.662251,-2.650191,2.1112290000000002,3.5135019999999995,2.451443,2.954207,-0.968037,4.702641000000002,2.787289,3.4259800000000005,4.623024,4.958022,3.8948720000000003,3.9907730000000003,-4.1921620000000015,2.277884,1.9842650000000002,6.305959,3.465665,2.033769,-2.180165,2.263863,1.213051,3.5420580000000004,1.7352049999999999,5.505875,2.58014,3.783325,6.115024,-2.33665,2.823578,3.430711,0.827486,5.939928,4.480919999999999,2.5215959999999997,-0.449574,5.920001,4.3323540000000005,5.558235,3.078525,2.501712,1.6617419999999998,4.172967,5.03758,3.261503,3.82936,5.457098,5.650957,6.22233,5.447538,5.893487,-0.013616999999999999,-1.913823,2.913612,1.1147280000000002,4.204311,3.0300380000000002,4.637585,4.835476,2.388856,4.4495260000000005,6.2624260000000005,3.1817189999999997,-1.199095,5.981863,5.056508999999998,0.345616,4.74397,1.8311130000000002,3.526156,5.661075,-0.49951599999999996,5.041216,3.251228,5.519083,5.411664,3.497507,5.098075,-0.35884,3.380379,5.008948,3.2261740000000003,6.608460000000001,0.147552,5.496225,1.6554970000000002,3.918717,5.118231,3.69729,5.9728449999999995,4.414366,5.473201,6.115426,3.505822,5.735456,6.139387999999999,1.649143,6.334736,3.052823,4.732198,3.6035779999999997,2.178905,1.9721959999999998,1.9764279999999999,1.7122099999999998,3.198547,6.435981,3.6794309999999997,1.9231770000000001,6.028157,2.521304,2.663024,5.140848,1.259786,4.775983999999999,3.8408889999999998,1.757178,4.272639,4.965617,-2.2024150000000002,6.493625,1.851877,3.073787,-0.089462,6.03758,3.243488,0.8504440000000001,-1.077367,5.586226,2.2302939999999998,3.3441949999999996,-0.524706,1.4237950000000001,5.926525,3.589349,6.3681800000000015,-2.0082020000000003,-0.617378,3.435053,4.096223999999999,,5.507455,,,,,,,,,,,,,,,,,,3.092162,-1.3767254999999998,1.8542310000000002,0.19162300000000002,3.5904765,1.058486,4.2095,7.3043210000000025
P12-ICHIKAWA,1.906165,1.796523,3.144657,0.8016765,-4.696887,-5.852344,-5.035286,4.0083470000000005,0.334735,1.6247790000000002,-0.345502,3.062903,2.324922,1.838486,2.8149330000000004,-4.4179580000000005,2.9207799999999997,2.252707,4.487814,4.283464,-0.688762,3.2035549999999997,3.293966,-3.244549,-4.214562,0.40939000000000003,0.634864,-0.425537,-1.150907,-0.09341,1.04098,-1.5191430000000001,3.010538,1.8713229999999998,2.761831,2.595285,-0.761205,3.140234,-4.940938,1.3721139999999998,1.514566,0.8855200000000001,1.511431,1.900637,-4.8533610000000005,0.23208,-6.247168,-0.030697000000000002,0.35226999999999997,3.2698490000000002,1.189733,1.9869029999999999,-2.900657,1.153843,0.165388,0.671984,2.871476,1.678041,-4.275991,3.4560800000000005,1.679039,-2.827503,1.320079,3.17768,-1.052928,3.90565,-2.934166,1.4590299999999998,-3.7903059999999997,4.088993,3.456033,1.083241,-0.480756,0.677283,1.4854049999999999,-1.673315,1.851953,0.7414350000000001,1.189216,,4.938547,0.799797,1.886607,4.405501999999999,-5.687653,-6.1648260000000015,-1.7570029999999999,-0.8550700000000001,4.574616000000002,0.456452,0.570218,3.198099,1.523817,2.388776,3.7364349999999997,0.9824370000000001,-3.429642,3.329614,2.064117,0.030201,0.9309940000000001,-0.500858,-2.8988810000000003,1.903444,-4.274539,1.71947,3.371546,3.325925,4.439165,2.389294,2.129857,-1.4395280000000001,2.27049,1.929617,1.4311399999999999,4.4846010000000005,-2.808353,2.787408,1.356697,4.573932,3.294657,4.067196,3.6837779999999998,2.807107,2.549774,2.656158,1.7276169999999995,4.124704,4.574807,3.814367,3.8268449999999996,-0.7943720000000001,3.7649839999999997,1.629478,1.785282,1.021159,-0.383974,1.778468,3.621603,3.672447,2.478624,-3.5108699999999997,4.135375,1.116525,0.9732569999999999,4.0192830000000015,-0.092401,2.93668,2.160238,1.7621650000000002,2.905068,2.830987,-3.656511,1.2420069999999999,-1.27742,1.020108,-0.634127,4.041107,0.611744,-0.547411,-3.1888259999999997,4.53006,0.248086,0.883948,-2.250906,-0.22969499999999998,3.748965,3.429939,3.050534,-4.2953589999999995,-3.8567379999999996,1.670548,0.678697,,4.342181,,,,,,,,,,,,,,,,,,6.12012,-2.7563225,-0.918933,1.222229,3.0555285,4.282975,-1.163848,7.3785940000000005
P30-OHK,1.5929745000000002,3.0428825,2.8551035,2.0843335,-5.257738,-5.201289,-4.307305,3.19545,1.090562,0.8233959999999999,0.808196,3.1247119999999997,1.8523180000000001,3.418649,2.800312,-2.115048,3.3321769999999997,3.503682,4.631093,4.128032,0.807575,2.821508,1.706794,-1.522636,-3.77086,2.030234,2.107126,1.826627,-0.409641,0.431929,0.391443,-0.9867940000000001,2.242532,0.277895,2.355464,2.999602,-0.124518,4.15886,-4.301785,0.057280999999999985,2.978655,1.435699,1.95802,3.079786,-3.002522,0.179202,-4.648299,0.637731,1.513327,2.905642,2.8410900000000003,-0.264273,-5.745566,1.7912849999999998,0.728272,2.017201,2.071252,2.0440150000000004,-3.182641,4.3159730000000005,4.002269,-2.157277,1.673661,2.446119,-0.121556,4.178445,3.389036,1.654259,-2.5398509999999996,4.229161,2.475981,2.562963,1.3497540000000001,2.7793959999999998,1.153651,-0.10981600000000001,3.302083,2.896852,0.9847670000000001,0.698954,3.788568,3.7441949999999995,2.388252,4.175692,-4.099659,-6.866497,-0.561245,-0.421228,3.625059,2.222193,-0.13472,3.244997,1.85585,3.190616,4.411539,3.264194,-2.331251,4.411539,2.701651,-0.171003,1.0301690000000001,0.063881,-2.03748,0.323402,-3.2776940000000003,1.3072409999999999,2.6235720000000002,4.404104,4.252911,0.361493,2.020156,-1.6796830000000005,1.8454669999999997,3.12163,2.4622919999999997,5.112718,-1.771094,2.872369,1.751909,3.177061,3.56134,3.489776,3.999085,2.609591,3.2935510000000003,1.9544599999999999,3.234673,4.974054,3.189035,2.74797,4.129418,-0.349003,3.411174,2.387123,1.061073,0.871659,0.423038,0.8755120000000001,3.2839300000000002,3.666091,2.462269,-2.082225,4.4112089999999995,1.1527370000000001,1.364908,4.130949,0.434593,4.276861,2.095526,2.0016849999999997,3.210721,2.1032439999999997,-3.887807,2.326488,-0.786535,1.8206799999999999,-1.131613,4.161188,1.192232,-1.678798,-3.982706,3.46153,0.336008,1.31199,-2.656606,0.941008,3.3187059999999997,2.524033,0.227273,-4.580694,-4.472832,2.121848,0.594475,,,,,,,,,,,,,,,,,,,,5.964738,-3.09832,-0.06589400000000001,1.951081,2.883096,0.16023199999999999,-2.6140470000000002,5.253819
PA-1,1.5228335,2.4493445,2.958459,0.017530999999999908,-5.719106,-5.526897,-3.836096,3.3342110000000003,1.358834,0.21475500000000008,0.228971,2.861879,1.944066,1.847219,4.066201,-4.564248,2.280617,3.511506,4.922321,4.490921,1.5712959999999998,2.106184,1.744947,-2.178727,-5.219059,2.080573,0.707331,3.104676,0.09906799999999999,1.286299,0.053788,0.296631,4.056203,-0.740432,1.75708,3.601683,-0.050406,4.7857959999999995,-3.6259419999999998,2.228831,1.911388,1.656221,3.280432,2.524683,-2.646383,0.9106059999999999,-5.066118,2.1169689999999997,1.459522,3.6834050000000014,1.6520299999999999,2.003978,-3.900472,1.806499,0.589438,1.7546400000000002,1.859605,2.46979,0.6382180000000001,3.160988,3.130518,-2.24379,1.354845,3.2566080000000004,0.263915,4.28571,3.482239,1.1881389999999998,-1.351332,3.6648690000000004,3.603293,2.242582,1.3726530000000001,0.671031,0.072159,0.566002,2.783762,1.12279,1.41412,1.600196,4.747118,4.8453610000000005,2.7746470000000003,5.961965,-4.32517,-3.273517,0.21866,-0.114041,4.67344,3.278862,2.058919,4.582085,1.482557,2.711281,4.63309,1.5347600000000001,-4.7503400000000005,4.177621,3.5738019999999997,-0.850248,2.202744,0.35249400000000003,-1.571215,4.246535,-0.633162,1.435288,1.903477,4.812405,3.7044050000000004,1.565338,2.420672,-1.918766,2.468282,1.1615540000000002,1.697957,4.384732,-1.1436979999999999,4.0572610000000005,0.584619,4.240985,3.3862330000000003,2.7673919999999996,4.650519999999998,1.909598,3.4681379999999997,2.189063,1.475306,5.098473,4.340764,0.507624,3.430427,-1.7438669999999998,3.049839,1.610874,0.730773,0.09549500000000001,0.585566,-0.840623,3.040844,3.4078269999999997,1.102626,-1.627969,4.823411,-0.042806,1.8417189999999999,3.8005419999999996,3.832564,2.737438,1.09637,0.9900200000000001,2.686612,3.97044,-4.056176,5.551247,-2.183226,1.9077439999999999,-2.1602759999999996,3.121814,0.091818,-2.498455,-4.461366,4.889683,2.153449,0.548936,-0.8960290000000001,0.08175299999999999,2.629161,1.766009,-1.379791,-4.4400559999999984,-4.4705650000000015,,0.197324,,,,,,,,,,,,,,,,,,,,,-4.439875,-2.120648,0.734911,1.5199479999999999,,2.7395650000000002,7.266619
